"id","city","job_title","job_category1","job_category2","job_category3","job_industry1","job_industry2","job_industry3","salary_minimum","salary_maximum","num_vacancies","career_level","experience_years","post_date","views","job_description","job_requirements","payment_period","currency"
"14077c83","alexandria","Production Engineer","Engineering","Manufacturing/Production/Operations","Select","Consumer Packaged Goods Manufacturing","Manufacturing","Select","3000","5000","1","Entry Level","1-3","2014-01-21 13:45:56","4914","Job Title : Production Engineer Department: <br />SC Profession : Supply Chain, Manufacturing <br />Location (City, Country): Borg El Arab Factory <br /><br /><br /><strong>Main Job Purpose:</strong><br /><br />Is professionally competent and qualified to operate safely at a production are as production Engineering. The Discipline requirement is set by the factory dependant on the Skills balance it seeks. The Single-Skilled Engineering is responsible for ensuring maximum availability of production plant across the Sourcing Unit utilising excellent technical skills for improvements and modifications and sound application of TPM methodology. All actions must contribute to the delivery of operational KPIs (Productivity, Quality, Safety, Health and Environment, Cost, Delivery, Morale and Innovation). He must be a mentally agile and advanced problem solver who is able to maximise machinery operations whilst minimising waste. The Single-Skilled Technician must be able to coach and develop the Operator's core technical awareness and skills. Key Skills and Competencies:<br />Technical &ndash; Dependant on Engineering Discipline the Single-Skilled Technician should be technically expert in the core manufacturing requirements specific to his qualification:<br />Mechanical - knowledge of Automation and Control.<br />Mechanical - Knowledge of Machining and .<br />Mechanical - Conduct machinery assembly, sub-assembly and component repairs.<br />Safety - Utilize appropriate safety and environmental procedures for people, processes, materials, products and equipment to ensure a safe working environment for the whole team.<br />Environment - Reduce costs due to waste and minimize impact to health, safety and the environment through working to eliminate waste and through the correct management of waste and hazardous materials.<br />Quality - Ensure that all aspects of Quality within the area of responsibility are in accordance with local Quality procedures to protect and promote the brand and product.<br />Leadership - Promote the development of a highly effective team through strong communication, leading by example whilst keeping focused on goals and targets. Great teams and great leaders will achieve superior performance.<br />Continuous Improvement - Use performance measures to identify and prioritise losses in production area. Apply rigorous Cost Deployment and the Zero loss concept to eliminate losses.<br />Problem Solving - Has the ability to identify, priorities and address problems using appropriate tools and techniques that eliminate recurrence.<br />Project Management &ndash; Achieve the desired outcomes of the project in line with agreed plans using appropriate project management tools and techniques to ensure the efficient use of technical, financial and human resources.<br />Business Awareness: Understanding of the need to meet changing demands and the role of marketing and product innovation in growing the business and increasing the company's share.<br />Other Requirements:<br />Must be flexible within pattern of shift work to accommodate factory shutdowns, training courses etc and emergency cover.<br /><br /><strong>Experience Required:</strong><br /><strong>ESSENTIAL:</strong><br /><br /> Core Engineering Skills &ndash; Manufacturing experience utilising Mechanical and Electrical Engineering skills.<br /> Experience of working as part of an extended team within the manufacturing sector.<br /> Strong coaching and communication skills.<br /> Proven analytical skills.<br />.<br /><strong>PREFERRED / DESIRABLE:</strong><br /><br /> Experience of manufacturing in a Fast Moving Consumer Goods Company.","NULL","Per Month","Egyptian Pound"
"df5baf26","cairo","Web Designer & PHP Web Developer","IT_Software Development","Select","Select","Computer Software","Graphic Design","Select","1500","2000","3","Entry Level","0-2","2014-01-09 11:55:01","1542","<strong>Urgently required:</strong>
<p><strong>Job description:</strong></p>
<p><strong>Job Title:</strong> web designer &amp; PHP web developer<br /><strong>Company:</strong> Was@et</p>
<p><strong>Job Details:<br /></strong><br /><strong>Responsibilities:</strong><br />Building dynamic websites using PHP and MySQl, and Implement web interfaces using (X) HTML, CSS, AJAX and JavaScript (jquery).</p>
<p><strong>Qualification:</strong><br />Computer science or equivalent.<br /><br /><strong>Skills:</strong><br />&bull; Experience in building websites using PHP/ MySQl.<br />&bull; Advanced knowledge of php5, MySQl, JavaScript, Jquey, HTML and CSS.<br />&bull; Experience in PSD to HTML (XHTML, CSS, JS, Jquery).<br />&bull; Experience in developing websites using codeigniter framework.<br />&bull; Experience in using and developing ExpressionEngine system is a plus.</p>
<p><strong>Experience:</strong><br />1-2 Year</p>
<p><strong>Application:</strong><br />Send your C.V to jobs@wasaet.net with samples of your previous works.</p>
<p>&nbsp;</p>","NULL","Per Month","Egyptian Pound"
"44caed30","any location","Java Engineer","IT_Software Development","Select","Select","Information Technology Services","Select","Select","15","15","15","Experienced (Non-Manager)","2+","2014-01-07 19:01:20","699","<p><strong>Responsibilities</strong></p>
<ul>
<li>Write and debug unit and integration tests for enterprise applications</li>
<li>Create and modify ANT builds for complex applications</li>
<li>Transition existing code to new technologies</li>
<li>Identify dependencies</li>
<li>Change application code to work with new databases and application servers</li>
</ul>
<p><strong>What are the requirements for the role?</strong></p>
<ul>
<li>Java developer with enterprise application experience</li>
<li>Proficient in Linux from the command line via SSH</li>
<li>Can write code but also understands how to test what they write</li>
<li>Has a good grasp of the core tools like Eclipse, ANT, and Subversion SVN</li>
<li>Has experience in at-least some of the following: Weblogic, Websphere, Tomcat, JBoss</li>
<li>Has worked on some of the following databases: MSSQL, Oracle, Sybase</li>
<li>Can fix problems and also convey issues to others</li>
</ul>
<p>&nbsp;</p>
<p>We pay US$15/hour (US$600 fixed-price payment for a trial job if that trial leads us to hire you). We work with you through one of several approved staffing and payment platforms which will charge a percentage fee on your gross earnings.&nbsp;<br /><br /></p>
<p><strong>How to qualify:</strong></p>
<p>Show us who you are. We need verifiable identification, online skills tests, and a brief Skype video interview. Sorry, this part is not paid, but it won&rsquo;t last more than a week, and if you&rsquo;ve got the motivation, you&rsquo;ll be done in a few hours.<br /><br /></p>
<p>Try out the job. During a 3-day fixed-price trial assignment, prove to us that we should give you the full-time position of 40 hours/week at the job&rsquo;s hourly rate. We&rsquo;re looking for progress and dedication; if you show that, we may have other positions in GTeam FZ LLC for you even if you don&rsquo;t get the assignment quite right.<br /><br /><strong>Why work with us at gTeam?</strong></p>
<ul>
<li>A work from home position</li>
<li>Flexible schedule</li>
<li>Challenging work</li>
<li>Diverse team</li>
<li>To be part of the cutting edge of software development</li>
</ul>","NULL","Per Hour","United States Dollar"
"c25e9f9e","cairo","Social Media Specialist","Marketing","Editorial/Writing","Select","Information Technology Services","Online Media","Select","2000","3500","1","Entry Level","1-3","2014-01-07 21:01:09","2132","<p>Soutak.com is an online startup company for Egyptian elections where candidates and voters can recognize, communicate, and support each other. Our mission is to spread political awareness in a simple &amp; creative manner. We will launch by the next parliament elections.<br /><br /><strong>Responsibilities</strong></p>
<ul>
<li>Content production - writing, updating and creating social content to drive interaction</li>
<li>Participate in managing and analyzing advertisement campaigns in Google and Facebook.</li>
<li>Implement the company&rsquo;s Digital Marketing Strategy, develop brand awareness and generate traffic to the website.</li>
</ul>
<p><strong>Requirements<br /></strong></p>
<ul>
<li>One or more years of experience in managing social media</li>
<li>Experience writing, editing and crafting content for Facebook &amp; Twitter</li>
<li>Proactive and able to work independently</li>
<li>Ability to effectively communicate information and ideas in written and verbal format.</li>
</ul>","NULL","Per Month","Egyptian Pound"
"9024c3b","cairo","Telesales Agent","Sales_Retail_Business Development","Customer Service/Support","Select","Marketing and Advertising","Select","Select","2500","5000","3","Experienced (Non-Manager)","1","2014-01-09 05:24:51","1999","<strong>Requirements:</strong><br /><br />
<p>1) <strong><span style=""text-decoration: underline;"">English Fluency is a MUST</span></strong><br />2) Telesales experience is a <strong><span style=""text-decoration: underline;"">MUST</span></strong><br />3) Excellent communication and negotiation skills.<br />4) Males or females</p>
<p>&bull; USA &amp; Canada shift from 4:30 pm to 12 am</p>
<p>Benefits: - Net salary 2.500 EGP to 5,000 EGP (depending on experience) + Commission + bonuse.<br />-Annual Paid Vacations.<br />- The only available vacancy is night shift based (between 4:30 to 12)</p>
<p>&nbsp;</p>","NULL","Per Month","Egyptian Pound"
"f854feee","cairo","Engineer","Engineering","Select","Select","Architectural and Design Services","Select","Select","0","0","8","Experienced (Non-Manager)","5+","2014-01-08 13:25:40","418","Evic Engineering values international consultant (LLC) Is seeking talented candidates for the following vacancies
<p>Engineers - Full Time</p>
<p>1. Architect &ndash; Working &amp; design.<br />2. Structure Engineers work on (SAP, Etabs, safe, prokon )<br />3. HVAC Engineers<br />4. Electrical Engineers.<br />5. Plumbing and fire.<br />6. BOQ Quantity Surveyor.<br />7. Infrastructure design engineer.<br />8. Draft Man.</p>
<p>Qualifications and years of experience:</p>
<p>Engineering degree from universities; Ain Shams, Cairo, Helwan, &hellip;etc)<br />&bull; years of experience: 7 to 12 years of experience only.<br />&bull; Languages : Very Good command of English language.<br />&bull; Computer knowledge: AutoCAD 2013 - Rivet<br />&bull; Microsoft office.<br />&bull; Main Skills needed : Soft skills.</p>","NULL","Per Month","Egyptian Pound"
"33082d4b","cairo","Software Engineer","IT_Software Development","Select","Select","Computer Software","Select","Select","4000","8000","1","Experienced (Non-Manager)","<4","2014-01-08 10:01:48","1920","<span>Coformatique is looking for java software engineer.</span><br /><br /><span>Required skills&nbsp;</span><br />
<ul>
<li><span>Bachelor&rsquo;s degree in computer science, engineering or a related technical field</span></li>
<li><span>2 years of post-bachelor&rsquo;s experience in a software related technical field</span></li>
<li>2 years experience in Java web development</li>
<li>Experience with Hibernate, Spring, MySQL, Restful Web Services, JSP</li>
<li>Familiar with HTML, JavaScript</li>
<li>Familiar with Agile development process</li>
</ul>
<span>Preferred Skills:<br /></span>
<ul>
<li>Solid understanding of development of web tiers in enterprise products</li>
<li>UNIX or LINUX based development experience is a great plus</li>
<li>Experience in C++ is a plus</li>
<li>Ability to work individually or in a team environment</li>
<li>Strong analytical, interpersonal and communication skills</li>
<li>Organized and detail-oriented; methodical and results-driven work ethic</li>
<li>Must be self-motivated with the ability to handle multiple tasks simultaneously</li>
</ul>
<br /><span>Good command of English. French is a&nbsp;good</span><span>&nbsp;plus</span>","NULL","Per Month","Egyptian Pound"
"a37b14b0","cairo","Online Marketing Specialist","Marketing","Select","Select","Advertising and PR Services","Marketing and Advertising","Select","2000","3000","1","Experienced (Non-Manager)","2+","2014-01-08 12:01:00","802","<strong>Job Title:</strong> Digital Media Executive<br /><strong>Location:</strong> Cairo<br /><span style=""text-decoration: underline;""><strong>Qualifications:</strong></span><br />
<ul>
<li>2 years experience</li>
<li>PPC (Pay Per Click) background</li>
<li>CPC (Cost Per Click) background</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Responsibilities:</strong></span></p>
<ul>
<li>Meeting clients to understand their advertising strategy and building up a picture about their target audience</li>
<li>Analyzing and researching the target audience's character, purchasing and media habits</li>
<li>Maintaining contacts with media owners, ensuring statistics, circulation and viewing figures are up to date</li>
<li>Advising the creative team and clients about the most effective media combination</li>
<li>Considering appropriate timings of media activities, based upon usage patterns and seasonal factors</li>
<li>Presenting media proposals, including timings and cost breakdowns, helping clients to reach a final decision about their future advertising strategy.</li>
<li>Obtaining the best advertising rates that fit with the agreed media strategy</li>
<li>Presenting alternative options to the account team and clients</li>
<li>Adjusting media schedules in response to the latest audience figures</li>
<li>Managing budgets and maintaining advertising spend records</li>
<li>Monitoring and updating clients on the effectiveness of campaigns.</li>
</ul>","NULL","Per Month","Egyptian Pound"
"be7e2408","cairo","Executive Assistant","Research","Marketing","Administration","Online Media","Market Research","Marketing and Advertising","1500","2500","1","Entry Level","0-3","2014-01-08 13:01:05","1924","Do you enjoy working on your computer? Do you like spending most of your time online? <span style=""text-decoration: underline;"">Then we have just the job for you!<br /><br /></span>
<p>We are looking for a highly organized &amp; self-motivated person with strong eye on details and excellent English &amp; Arabic reading, writing &amp; speaking skills to join us as an <strong>Executive Assistant</strong>.<br /><br /></p>
<p><strong>Your role will include:</strong></p>
<ul>
<li>Organization and Decimation of information acquired from different sources</li>
</ul>
<ul>
<li>Preparing reports and presentations.</li>
</ul>
<ul>
<li>Communicating with our international partners.</li>
</ul>
<ul>
<li>Perform Online Market research</li>
</ul>
<ul>
<li>Answer business related queries; emails, postings.</li>
</ul>
<br />
<p><strong>You must meet the following criteria to apply:</strong></p>
<ul>
<li>Excellent spoken and written English</li>
</ul>
<ul>
<li>Strong oral, written and presentation skills</li>
</ul>
<ul>
<li>Excellent research and proofreading skills</li>
</ul>
<ul>
<li>Experience with online research and verifying information and details</li>
</ul>
<ul>
<li>Excellent computer skills with MS Office and the Internet (Especially PowerPoint)</li>
</ul>
<ul>
<li>Ability to take initiative and be self-motivated</li>
</ul>
<ul>
<li>Excellent oral and written communication skills</li>
</ul>
<ul>
<li>Strong organization skills with attention to details</li>
</ul>
<ul>
<li>Ability to interact with staff and public in a clear and concise manner</li>
</ul>
<ul>
<li>Ability to work independently and be an effective member of a team</li>
</ul>
<br />
<p><em><span style=""text-decoration: underline;""><strong>Note:</strong></span></em> Please make sure to answer the pre-screening question:<br /><br /></p>
<p><strong>""Why should we hire you for this position?""<br /><br /></strong></p>
<p>as your answer will be the most important factor we are going to rely on to decide whether we will accept or reject your application. So, make sure to be as much detailed as possible.<br /><br /></p>
<p><em><strong>**Fresh Graduates are welcome to apply.</strong></em></p>","NULL","Per Month","Egyptian Pound"
"7522f7ad","cairo","Social Media Marketing Specialist","Marketing","Select","Select","Online Media","Internet Services","Information Technology Services","800","1200","1","Experienced (Non-Manager)","1-2","2014-01-08 13:01:04","1021","We are looking for a super star to manage Go Ejaza social media pages (Mainly Facebook, Twitter, Instagram) Build relationship with our fan, working in building the socail community and maintainng fresh content in our network. Also participate in managing our Google and social media advertisment campaign.<br /><br /><strong>Job Responsibilites:</strong><br />
<ul>
<li>Responsible for developing and managing social media activities [facebook, twitter, Youtube,googleplus, pinterest, instagram, etc..]</li>
<li>Day to day management of content on social platforms.</li>
<li>Content production - writing, updating and creating social content to drive interaction (including blogs)</li>
<li>Manage and monitor social media activities, track online conversations<br />CO-Develop strategies and leveraging social media followers</li>
<li>Create &amp; monitor benchmarks for measuring the impact of social media.</li>
<li>Will implement the Company&rsquo;s Social Media Strategy, develop brand awareness, generate inbound traffic and cultivate leads and sales.</li>
<li>Participate in manage and analysis advertisment campaign in Google AdWord and Facebook Ads.</li>
</ul>
<br /><strong>Our favorite player characteristics:</strong><br /><br />
<ul>
<li>familiar with different social media web manging tools.</li>
<li>Team player</li>
<li>A markter mind who engage with customers.</li>
<li>You love travel!</li>
<li>Experiance in adword + FB ads is a plus</li>
<li><span id=""docs-internal-guid-22f73fd7-4dbc-6c98-ef1d-133344907d64""><span>Have a good knowledge of principles of SEO is a plus</span></span></li>
<li><span><span>Nice person.</span></span></li>
<li><span><span>Want to be part of a winning team.</span></span></li>
<li><span><span><span>You already spend lots of time online and are at home on all of the most popular social media sites.</span></span></span></li>
<li><span><span><span><span>You&rsquo;re a natural networker with great critical and analytical thinking skills.</span></span></span></span></li>
<li>Just like us, you see social media as way more than just a place to post pictures and chat with your friends. It&rsquo;s more like a world wide web of opportunity.</li>
</ul>
<span>You know and love Digital art &ndash; always have, always will. You&rsquo;re a people person and have a natural talent for helping people tap into their own talent. You know your way around the social media sphere and you probably already use sites like Facebook, Twitter, Instagram, Keek, Pinterest and YouTube. Sound like your kind of gig? Great! Tell us more!</span><strong><br /></strong>","NULL","Per Month","Egyptian Pound"
"f3b68503","cairo","Account Executive","Sales_Retail_Business Development","Marketing","Select","Human Resources","Select","Select","3000","4000","1","Entry Level","2-3","2014-01-08 13:01:32","1533","<strong>Job purpose:</strong> <br /><br />- Prospecting new clients <br />- Promoting training programs <br />- Generating new business with existing clients<br />- Attend meeting with clients to present company's services<br />- Develop proposals upon client requirements&nbsp;<br />- Follow up with clients<br />- Close deals<br /><br /><strong>Requirements:</strong><br /><br />- 2-3 years of previous sales and marketing experience<br />- Very good English<br />- Strong presentation &amp; negotiation skills<br />- Committed &amp; responsible<br />- Resident of New Cairo, Heliopolis or near by<br /><br />","NULL","Per Month","Egyptian Pound"
"38ea56a6","cairo","Operations Executive","Project_Program Management","Administration","Select","Human Resources","Select","Select","1500","2000","1","Entry Level","0-2","2014-01-08 13:01:53","1564","<strong>Job Role:</strong> <br /><br />- Coordinate with different parties (client,&nbsp;trainer, participants, and vendors) to get the training preparations settled<br />- Handle the operational/logistical arrangements of the training program<br />-&nbsp;Organize and facilitate training sessions to make sure everything goes smoothly<br /><br /><br /><strong>Requirements:</strong><br /><br />- High sense of responsibility &amp; commitment<br />- Quality &amp; detail oriented<br />- Very good English<br />- Organised &amp; able to handle under stress<br />- Preferably worked befoe as a training coordinator or in the organizing teams of student activities/NGOs<br />-&nbsp;Resident of New Cairo, Heliopolis or near by","NULL","Per Month","Egyptian Pound"
"c9bce473","alexandria","Web & Graphic Designer","Creative_Design","Select","Select","Graphic Design","Select","Select","800","1100","1","Entry Level","1-3","2014-01-12 12:03:47","1021","<span style=""text-decoration: underline;""><strong>Job Description</strong></span>
<p>Experience in all adobe products including adobe illustrator<br />photoshop, css, html knowledge<br />logo design, corporate identity experience<br />SEO Junky: newsletter, graphic design, banners for web publications<br />print publications design experience<br /><br /><span style=""text-decoration: underline;""><strong>Skills</strong></span></p>
<p>adobe products including adobe illustrator<br />photoshop, css, html knowledge</p>","NULL","Per Month","Egyptian Pound"
"83986daa","6th of october","Accountant","Accounting_Finance_Insurance","Management","Engineering","Accounting and Auditing Services","Computer/IT Services","Engineering - Mechanical or Industrial","1000","2000","3","Entry Level","0-2","2014-01-08 13:59:37","3753","(محاسب حديث التخرج يجيد التعامل مع برامج الاكسيس و الاكسيل &nbsp;للعمل كمحاسب انتاج (متابعة خطط الانتاج<br />يفضل ساكنى مدينة 6 اكتوبر","","Per Month","Egyptian Pound"
"48c4be0f","6th of october","/","Accounting_Finance_Insurance","Management","Engineering","Accounting and Auditing Services","Computer/IT Services","Engineering - Mechanical or Industrial","0","0","3","Entry Level","0-2","2014-01-08 13:01:28","0","&nbsp;(محاسب حديث التخرج يجيد التعامل مع برامج الاكسيس و الاكسيل &nbsp;للعمل كمحاسب انتاج (متابعة خطط الانتاج<br />يفضل ساكنى مدينة 6 اكتوبر","NULL","Per Month","Egyptian Pound"
"50c1f04","6th of october","Marketing Manager","Marketing","Select","Select","Banking","Select","Select","12000","18000","1","Manager","10+","2014-01-08 15:01:49","1323","1.&nbsp;Managing the development, implementation, and evaluation of marketing, promotional, and outreach programs which promote the sales and usage of company&rsquo;s services<br />2.&nbsp;Develop and implement annual marketing plans for the assigned services<br />3.&nbsp;Develop marketing program budgets, policies, and procedures<br />4.&nbsp;Formulate basic layout design or presentation approach, and specify material details, such as style and size of type, photographs, graphics, animation, video and sound.<br />5.&nbsp;Review and approve proofs of printed copy and art and copy materials developed by staff members.<br />6.&nbsp;Confer with product development, operation and other department heads to discuss client requirements and presentation concepts, and to coordinate creative activities.<br />7.&nbsp;Review illustrative material and internal material to determine if it conforms to standards and specifications.<br />8.&nbsp;Negotiate with printers and estimators to determine what services will be performed.<br />9.&nbsp;Conceptualize and create design interfaces for website.<br />10.&nbsp;Approve outsourcing designs to make sure that it conforms to standards and specifications.<br />11.&nbsp;Designing a complete image for the company through communication materials.<br />12.&nbsp;Creating a unique identity for the company including Corporate Identity Manual. <br />13.&nbsp;Visually integrates and enhances the marketing packages and plans sent to clients.<br />14.&nbsp;Work closely with the CEO and management to establish effectively communication that translates their vision for e-finance into the creative look and feel of all aspects of the company&rsquo;s material and market place activities.<br />15.&nbsp;Determine the Best vendors for executing printed materials <br /><br /><strong>Job Requirements:</strong><br /><br />&bull;&nbsp;Minimum 10 years of relevant experience at least 5 of them in Banking industry<br />&bull;&nbsp;Certification in web and graphic designing is preferred<br />&bull;&nbsp;Minimum Bachelor Degree is required<br />&bull;&nbsp;Extensive experience in designing and graphics<br />&bull;&nbsp;Excellent computer skills and&nbsp; MS Office Applications<br />&bull;&nbsp;Excellent communications and negotiation skills<br />&bull;&nbsp;Creative thinker","NULL","Per Month","Egyptian Pound"
"18092fbc","cairo","Senior iOS Developer","IT_Software Development","Engineering","Select","Computer Software","Select","Select","4000","6000","2","Experienced (Non-Manager)","2+","2014-01-08 16:01:43","936","<p>Nazzelha is an innovative software powerhouse developing mobile applications. With #1 apps in Egypt for the iOS devices; Nazzelha is now aggressively expanding and with more ideas growing. It is offering an interesting salary, flexible hours, and the opportunity for energetic, bright, and entrepreneurial-minded individuals to join its team.</p>
<p>Nazzelha is seeking a highly motivated senior iOS developer to develop apps for iOS devices and mentor less experienced developers. The ideal candidate is an experienced iOS developer with live apps on the App Store.</p>
<p><strong><br />Skills and Knowledge:<br /></strong></p>
<ul>
<li>Objective-C, SQL, and preferably C.</li>
<li>Cocoa Touch: UIKit, Storyboards, Store Kit, APNS, Core Location, and Map Kit. Extra: OpenGL ES, Core Graphics, and/or Core Animation.</li>
<li>SQLite and Core Data.</li>
<li>Xcode, Instruments, and preferably Shark.</li>
<li>XML (DTD, XSD, and XPath), HTML, JSON, and property lists.</li>
<li>DOM and SAX parsing.</li>
<li>Cocoa/Objective-C design patterns and concepts: Reference counting/ARC, MVC, multithreading, blocks, delegation, categories, KVO, KVC&hellip; etc.</li>
<li>SOAP and RESTful web services.</li>
<li>Popular third-party libraries and SDKs like AFNetworking, RESTKit, Facebook, MagicalRecord... etc.</li>
</ul>
<p><strong><br />Bonus Points:<br /></strong></p>
<ul>
<li>Hands-on experience with n-tier architectures; designing and implementing web backends for mobile services in either .NET or Java.</li>
<li>Cross-platform mobile development tools.</li>
<li>User experience design (UXD).</li>
<li>Game development.</li>
<li>HTML5.</li>
<li>JavaScript.</li>
<li>CSS3.</li>
</ul>
Please make sure to include your LinkedIn profile and URLs to your apps on the App Store.","NULL","Per Month","Egyptian Pound"
"d355fc19","cairo","Project Manager","Project_Program Management","IT/Software Development","Select","Information Technology Services","Select","Select","10000","15000","2","Experienced (Non-Manager)","5+","2014-01-08 16:01:33","2164","<p>A leading GIS service provider need talented Project Managers to join with the following qualifications:</p>
<p><strong>Duties:</strong></p>
<ul>
<li>Manage the smooth implementation of projects including day-to-day operational aspects representing client interest.</li>
<li>Ensuring the quality and on-time delivery of various Projects.</li>
<li>To provide practical and cost effective project and resource planning.</li>
<li>Define &amp; maintain all implementation processes, manage implementation lifecycle; coordinate documentation when needed.</li>
<li>Managing Matrix Development Team and ensuring team alignment through project cycle.</li>
<li>Establish clear ownership for project tasks, ensure that the team members have the tools needed, and provide timely feedback.</li>
<li>Track progress and review project tasks to make certain deadlines are met appropriately.</li>
<li>Proactively communicate project status, issues and risks to management.Follow the company policies, procedures and methodologies.</li>
<li>Conduct regular status meetings with all stakeholders, keeping the stakeholder&rsquo;s needs and requirements continuously in view.</li>
</ul>
<p><strong>Qualifications:</strong></p>
<ul>
<li>BSc. Of computer Science, Computer EngineeringPMP is a must - MBA is a plus.</li>
<li>Excellent in English communication</li>
<li>Knowledge of GIS principles, hardware, software, and Esri SW products.</li>
<li>Experience overseeing enterprise GIS and IT capabilities deployment.</li>
<li>A proven track record of successful project implementation in a software environment.</li>
<li>5+ years of project management experience.Should have handled International Projects.</li>
<li>High level of customer interaction skills.</li>
<li>Understand customer&rsquo;s technical needs.</li>
<li>Good at handling multiple teams.Good at handling multiple projects.</li>
<li>Proven expertise in managing multi-function, multi-supplier teams to deliver successful large scale projects.</li>
</ul>
<p>&nbsp;</p>","NULL","Per Month","Egyptian Pound"
"3818bc48","giza","International Account Advisor","Sales_Retail_Business Development","Customer Service/Support","Select","Translation and Localization","Select","Select","2500","4000","5","Experienced (Non-Manager)","2-5","2014-01-08 18:01:34","971","<p><span style=""text-decoration: underline;""><strong>Main Responsibilities:<br /><br /></strong></span></p>
<p>1. Identify, contact and generate leads to gain market share, promote our products &amp; services and secure appointments with prospective customers. <br />2. Initiate and develop a strong relationship with potential clients. <br />3. To add customer information into the database and update information on returning customers. <br />4. Track all stages of the sales process from identification of leads, making prospecting calls, follow ups to obtain key information, booking client appointments. <br />5. Achieve agreed upon sales target on a monthly basis. <br />6. Present regular reports and other related performance feedback.<br /><br /><span style=""text-decoration: underline;""><strong>Main Qualifications:</strong></span><br /><br /><br />1. Bachelor degree from accredited university. <br />2. Outstanding communication &amp; interpersonal skills. <br />3. Fluency in English. <br />4. 2-5 years of telesales experience <br />5. Excellent in using computers and office applications. <br />6. Confidence over the phone. <br />7. Ability to handle rejections and objections over the phone. <br />8. To be well-organized and thorough, even under pressure.</p>","","Per Month","Egyptian Pound"
"f3446fed","cairo","Call Center Agent","Customer Service_Support","Select","Select","Consumer Services","Select","Select","2400","2400","100","Entry Level","0","2014-01-08 18:01:29","0","Job Position: Call center Agent &ldquo;UK Account&rdquo;.<br />Job Describtion:<br />-Handle british customers inquiries and complains.<br />-Ensure customer delight and satisfaction.<br />-provide customer with accurate information and right solutions.<br />-Log customer details on the CRM.<br />-Preform other duties as assigned by management.<br />Requirments:<br />1)Graduates<br />2)fluent English with Native Language<br />3)Excellent communication skills<br />4)Flexible with shift Basis (10 working hours rotational shifts 4 days a week<br />1) Net salary 2,400 EGP<br />2) VPN<br />3) Meal allowance<br />4) Social and medical insurance<br />5) Transportation is provided<br />6) Gym Access<br />&bull; Build Up your career and send your resume<br />Notes:<br />- Sending your CV more than one time will lead to disqualify your C.V.<br />- A Photo should be attached to the C.V.<br />- State in the e-mail subject : &ldquo;RY UK Account","NULL","Per Month","Egyptian Pound"
"ee415f55","giza","Senior/Junior Java Developer","IT_Software Development","Engineering","Select","Translation and Localization","Select","Select","4000","8000","3","Experienced (Non-Manager)","3-5","2014-01-08 18:01:57","2413","<p><br />We are seeking a talented, motivated and process driven Java Developers to be members of the application development team responsible for developing applications, frameworks, components necessary to support and drive a suite of robust and complex applications for the business.</p>
<p><span style=""text-decoration: underline;""><strong>Job Responsibilities :</strong></span></p>
<ul>
<li>Analyze, design, build and test Java applications.</li>
</ul>
<ul>
<li>Applying design concepts &ndash; layered architectures, components, interfaces, messaging and patterns for enterprise solutions.</li>
<li>Following department coding standards with write well documented programs that perform effectively and efficiently.</li>
<li>Work in an Agile environment and be able to respond to changes quickly.</li>
<li>Help determine how technology can be applied to the business needs.</li>
<li>Gather and implement requirements, and test their implementation.</li>
</ul>
<p>&nbsp;</p>
<p><strong><span style=""text-decoration: underline;"">Job Qualifications :</span></strong></p>
<ul>
<li>B.S. in Computer Science or Computer Engineering.</li>
<li>Experience developing and architecting object-orientated applications using Java technologies.</li>
<li>Strong Experience with Spring Framework and Hibernate.</li>
<li>Experience with Java Web Development ( JSP &amp; Servlets ,JSF2 , Spring MVC)</li>
<li>Experience in Swing/JavaFX is a preferable.</li>
<li>Experience with a RESTful web services is a plus.</li>
<li>Familiarity with an Agile Software development process is a plus.</li>
</ul>","NULL","Per Month","Egyptian Pound"
"a389fe5e","cairo","PHP Developer-WordPress","IT_Software Development","Select","Select","Computer Software","Computer/IT Services","Information Technology Services","1000","10000","1","Experienced (Non-Manager)","3-5","2014-01-09 11:01:45","0","* 3 to 5 years of strong experience in web based application design and development using PHP, MySQL, HTML5, CSS3, Javascript and jQuery is a must.<br />* 1 year of strong experience with Zend framework is a preferred.<br />* Experience in Magento E-Commerce system is a preferred.<br />* Excellent in English reading and writing.<br />Job location: Cairo, Egypt.<br />Send your CV and expected salary to jobs@MaxmizeStudio.com [jobs at MaxmizeStudio dot com] with [Ref.P1312] in the email subject.","NULL","Per Month","Egyptian Pound"
"68d52dfb","cairo","Data Entry Ref.D","Editorial_Writing","IT/Software Development","Select","Computer Software","Computer/IT Services","Writing and Editing","500","5000","1","Experienced (Non-Manager)","1-3","2014-01-09 11:01:21","0","* 1 to 3 years of good experience in web layout using any CMS is a must.<br />* 1 year of good experience in HTML, CSS and MS Office is a must.<br />* Experience in Photoshop is a preferred.<br />* Good in English reading and writing.<br />Job location: Cairo, Egypt.<br />Send your CV and expected salary to jobs@MaxmizeStudio.com [jobs at MaxmizeStudio dot com] with [Ref.D1312] in the email subject.","NULL","Per Month","Egyptian Pound"
